CL_NM,TRRSRT_NM,ADDR,TEL_NO,ENTRN_FLAG_NM,ENTRN_NMPR_CO,ENTRN_DE
공연전시,감귤박물관,제주 서귀포시 효돈순환로 441,647673010,무료장애인,7,20230128
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료경로,25,20230103
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료경로,11,20230104
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료유아,11,20230105
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료유아,7,20230106
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료유아,7,20230107
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료유아,16,20230108
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료유아,10,20230110
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료유아,7,20230111
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료경로,6,20230112
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료유아,2,20230113
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료유아,1,20230114
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료유아,4,20230115
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료경로,2,20230117
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료유아,3,20230118
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료장애인,11,20230119
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료경로,9,20230120
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료유아,9,20230121
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료유아,2,20230126
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료유아,1,20230127
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료유아,4,20230129
공연전시,서귀포천문과학문화관,제주 서귀포시 1100로 506-1 천문과학문화관,647399701,무료경로,7,20230131
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,13,20230101
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,8,20230102
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,11,20230103
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료유아,21,20230104
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,12,20230105
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,17,20230106
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,11,20230107
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,10,20230108
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,2,20230109
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료장애인,6,20230110
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,8,20230111
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,3,20230112
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료장애인,13,20230113
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,13,20230114
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,5,20230115
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,10,20230116
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,8,20230117
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,15,20230118
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,7,20230119
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,8,20230120
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료장애인,7,20230121
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,7,20230122
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,29,20230123
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,2,20230124
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,2,20230125
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,16,20230126
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,7,20230127
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,10,20230128
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,4,20230129
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,8,20230130
공연전시,서복전시관,제주 서귀포시 칠십리로 156-8 서복전시관,647606361,무료경로,4,20230131
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,41,20230103
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료유아,39,20230104
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,46,20230105
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료장애인,74,20230106
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료장애인,72,20230107
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료유아,27,20230108
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료유아,38,20230110
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,50,20230111
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,73,20230112
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,58,20230113
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,53,20230114
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,33,20230115
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,23,20230117
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료유아,33,20230118
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료장애인,38,20230119
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료유아,34,20230120
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,59,20230121
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,41,20230124
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,23,20230126
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,36,20230127
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,35,20230128
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,41,20230129
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료장애인,53,20230101
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,13,20230102
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,14,20230103
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,14,20230104
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,16,20230105
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,16,20230106
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료장애인,42,20230107
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,14,20230108
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,19,20230109
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료장애인,13,20230110
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,27,20230111
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료장애인,21,20230112
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,13,20230113
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,28,20230114
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,16,20230115
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,12,20230116
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,12,20230117
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,7,20230118
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,7,20230119
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,10,20230120
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,27,20230121
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,22,20230122
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료유아,25,20230123
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,14,20230125
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,11,20230126
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,17,20230127
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,28,20230128
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,23,20230129
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료장애인,8,20230130
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,7,20230131
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,12,20230102
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료장애인,24,20230103
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,19,20230104
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,20,20230105
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,26,20230106
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,22,20230107
